,vehicle_category,zone_in,zone_out,hour,day_category,avg_traffic
103,bicycle,2,3,20,weekend,2.0
104,bicycle,2,3,20,weekday,1.5625
105,bicycle,2,3,21,weekend,1.5
106,bicycle,2,3,21,weekday,1.5
107,bicycle,2,3,22,weekend,1.3333333333333333
108,bicycle,2,3,22,weekday,2.0
109,bicycle,2,3,23,weekend,1.0
110,bicycle,2,3,23,weekday,1.25
111,bicycle,2,4,0,weekend,1.4285714285714286
112,bicycle,2,4,0,weekday,1.0
113,bicycle,2,4,1,weekend,1.25
114,bicycle,2,4,1,weekday,3.5
115,bicycle,2,4,2,weekday,2.0
116,bicycle,2,4,3,weekend,1.6666666666666667
117,bicycle,2,4,3,weekday,1.0
118,bicycle,2,4,4,weekday,1.125
119,bicycle,2,4,5,weekend,1.25
120,bicycle,2,4,5,weekday,1.2857142857142858
121,bicycle,2,4,6,weekend,1.4
122,bicycle,2,4,6,weekday,3.1578947368421053
123,bicycle,2,4,7,weekend,2.0
124,bicycle,2,4,7,weekday,12.380952380952381
125,bicycle,2,4,8,weekend,2.25
126,bicycle,2,4,8,weekday,39.95238095238095
127,bicycle,2,4,9,weekend,2.888888888888889
128,bicycle,2,4,9,weekday,26.666666666666668
129,bicycle,2,4,10,weekend,4.75
130,bicycle,2,4,10,weekday,6.095238095238095
131,bicycle,2,4,11,weekend,10.25
132,bicycle,2,4,11,weekday,4.65
133,bicycle,2,4,12,weekend,11.11111111111111
134,bicycle,2,4,12,weekday,6.523809523809524
135,bicycle,2,4,13,weekend,7.666666666666667
136,bicycle,2,4,13,weekday,7.809523809523809
137,bicycle,2,4,14,weekend,7.111111111111111
138,bicycle,2,4,14,weekday,6.238095238095238
139,bicycle,2,4,15,weekend,11.444444444444445
140,bicycle,2,4,15,weekday,5.761904761904762
141,bicycle,2,4,16,weekend,7.777777777777778
142,bicycle,2,4,16,weekday,6.238095238095238
143,bicycle,2,4,17,weekend,11.222222222222221
144,bicycle,2,4,17,weekday,13.428571428571429
145,bicycle,2,4,18,weekend,7.666666666666667
146,bicycle,2,4,18,weekday,25.5
147,bicycle,2,4,19,weekend,5.555555555555555
148,bicycle,2,4,19,weekday,17.095238095238095
149,bicycle,2,4,20,weekend,3.5555555555555554
150,bicycle,2,4,20,weekday,6.4
151,bicycle,2,4,21,weekend,1.75
152,bicycle,2,4,21,weekday,2.8947368421052633
153,bicycle,2,4,22,weekend,1.75
154,bicycle,2,4,22,weekday,3.2
155,bicycle,2,4,23,weekend,2.0
156,bicycle,2,4,23,weekday,2.6923076923076925
157,bicycle,2,5,0,weekend,4.777777777777778
158,bicycle,2,5,0,weekday,4.916666666666667
159,bicycle,2,5,1,weekend,3.125
160,bicycle,2,5,1,weekday,1.8571428571428572
161,bicycle,2,5,2,weekend,4.0
162,bicycle,2,5,2,weekday,2.0
163,bicycle,2,5,3,weekend,2.8333333333333335
164,bicycle,2,5,3,weekday,1.6
165,bicycle,2,5,4,weekend,1.8888888888888888
166,bicycle,2,5,4,weekday,2.5
167,bicycle,2,5,5,weekend,1.2
168,bicycle,2,5,5,weekday,1.8888888888888888
169,bicycle,2,5,6,weekend,3.0
170,bicycle,2,5,6,weekday,6.761904761904762
171,bicycle,2,5,7,weekend,5.428571428571429
172,bicycle,2,5,7,weekday,29.80952380952381
173,bicycle,2,5,8,weekend,14.222222222222221
174,bicycle,2,5,8,weekday,133.76190476190476
175,bicycle,2,5,9,weekend,21.11111111111111
176,bicycle,2,5,9,weekday,100.9047619047619
177,bicycle,2,5,10,weekend,18.11111111111111
178,bicycle,2,5,10,weekday,26.952380952380953
179,bicycle,2,5,11,weekend,20.0
180,bicycle,2,5,11,weekday,16.571428571428573
181,bicycle,2,5,12,weekend,20.444444444444443
182,bicycle,2,5,12,weekday,24.047619047619047
183,bicycle,2,5,13,weekend,18.555555555555557
184,bicycle,2,5,13,weekday,24.095238095238095
185,bicycle,2,5,14,weekend,19.444444444444443
186,bicycle,2,5,14,weekday,14.047619047619047
187,bicycle,2,5,15,weekend,20.11111111111111
188,bicycle,2,5,15,weekday,12.0
189,bicycle,2,5,16,weekend,22.444444444444443
190,bicycle,2,5,16,weekday,12.285714285714286
191,bicycle,2,5,17,weekend,20.0
192,bicycle,2,5,17,weekday,23.80952380952381
193,bicycle,2,5,18,weekend,19.22222222222222
194,bicycle,2,5,18,weekday,44.38095238095238
195,bicycle,2,5,19,weekend,15.666666666666666
196,bicycle,2,5,19,weekday,34.285714285714285
197,bicycle,2,5,20,weekend,12.333333333333334
198,bicycle,2,5,20,weekday,16.047619047619047
199,bicycle,2,5,21,weekend,7.666666666666667
200,bicycle,2,5,21,weekday,8.35
201,bicycle,2,5,22,weekend,6.111111111111111
202,bicycle,2,5,22,weekday,6.222222222222222
203,bicycle,2,5,23,weekend,5.333333333333333
204,bicycle,2,5,23,weekday,5.176470588235294
205,bicycle,2,6,0,weekend,2.25
206,bicycle,2,6,0,weekday,4.0
207,bicycle,2,6,1,weekend,1.6666666666666667
208,bicycle,2,6,1,weekday,2.25
209,bicycle,2,6,2,weekend,1.5
210,bicycle,2,6,2,weekday,1.8333333333333333
211,bicycle,2,6,3,weekend,2.0
212,bicycle,2,6,3,weekday,1.75
213,bicycle,2,6,4,weekend,1.6666666666666667
214,bicycle,2,6,4,weekday,2.2
215,bicycle,2,6,5,weekend,1.0
216,bicycle,2,6,5,weekday,2.3
217,bicycle,2,6,6,weekend,1.6666666666666667
218,bicycle,2,6,6,weekday,3.8333333333333335
219,bicycle,2,6,7,weekend,2.875
220,bicycle,2,6,7,weekday,7.523809523809524
221,bicycle,2,6,8,weekend,8.666666666666666
222,bicycle,2,6,8,weekday,34.0
223,bicycle,2,6,9,weekend,11.555555555555555
224,bicycle,2,6,9,weekday,25.857142857142858
225,bicycle,2,6,10,weekend,10.444444444444445
226,bicycle,2,6,10,weekday,7.571428571428571
227,bicycle,2,6,11,weekend,6.777777777777778
228,bicycle,2,6,11,weekday,4.578947368421052
229,bicycle,2,6,12,weekend,7.111111111111111
230,bicycle,2,6,12,weekday,8.238095238095237
231,bicycle,2,6,13,weekend,6.625
232,bicycle,2,6,13,weekday,6.7
233,bicycle,2,6,14,weekend,5.0
234,bicycle,2,6,14,weekday,3.8095238095238093
235,bicycle,2,6,15,weekend,7.0
236,bicycle,2,6,15,weekday,4.15
237,bicycle,2,6,16,weekend,5.555555555555555
238,bicycle,2,6,16,weekday,4.619047619047619
239,bicycle,2,6,17,weekend,5.666666666666667
240,bicycle,2,6,17,weekday,10.65
241,bicycle,2,6,18,weekend,10.333333333333334
242,bicycle,2,6,18,weekday,20.80952380952381
243,bicycle,2,6,19,weekend,10.777777777777779
244,bicycle,2,6,19,weekday,14.80952380952381
245,bicycle,2,6,20,weekend,7.111111111111111
246,bicycle,2,6,20,weekday,10.7
247,bicycle,2,6,21,weekend,5.333333333333333
248,bicycle,2,6,21,weekday,9.7
249,bicycle,2,6,22,weekend,3.625
250,bicycle,2,6,22,weekday,11.9
251,bicycle,2,6,23,weekend,2.4444444444444446
252,bicycle,2,6,23,weekday,8.5
253,bicycle,3,3,7,weekday,1.0
254,bicycle,3,3,8,weekend,1.0
255,bicycle,3,3,8,weekday,1.875
256,bicycle,3,3,9,weekend,1.0
257,bicycle,3,3,9,weekday,1.6666666666666667
258,bicycle,3,3,10,weekend,1.0
259,bicycle,3,3,10,weekday,1.3333333333333333
260,bicycle,3,3,11,weekend,1.75
261,bicycle,3,3,11,weekday,1.2
262,bicycle,3,3,12,weekend,4.4
263,bicycle,3,3,12,weekday,1.6
264,bicycle,3,3,13,weekend,8.5
265,bicycle,3,3,13,weekday,5.0
266,bicycle,3,3,14,weekend,1.0
267,bicycle,3,3,14,weekday,1.0
268,bicycle,3,3,15,weekend,1.6666666666666667
269,bicycle,3,3,15,weekday,1.0
270,bicycle,3,3,16,weekend,3.3333333333333335
271,bicycle,3,3,16,weekday,1.0
272,bicycle,3,3,17,weekend,1.0
273,bicycle,3,3,17,weekday,1.0
274,bicycle,3,3,18,weekend,1.0
275,bicycle,3,3,18,weekday,1.0
276,bicycle,3,3,19,weekend,1.0
277,bicycle,3,3,19,weekday,1.0
278,bicycle,3,3,22,weekday,2.0
279,bicycle,3,5,1,weekend,1.0
280,bicycle,3,5,7,weekday,1.0
281,bicycle,3,5,8,weekday,1.0
282,bicycle,3,5,9,weekday,1.0
283,bicycle,3,5,13,weekend,1.0
284,bicycle,3,5,13,weekday,1.0
285,bicycle,3,5,14,weekend,1.5
286,bicycle,3,5,15,weekend,1.0
287,bicycle,3,5,15,weekday,1.0
288,bicycle,3,5,16,weekend,2.0
289,bicycle,3,5,16,weekday,1.0
290,bicycle,3,5,17,weekend,1.0
291,bicycle,3,5,18,weekday,1.0
292,bicycle,3,5,19,weekday,1.0
293,bicycle,3,6,6,weekday,1.0
294,bicycle,3,6,7,weekend,1.0
295,bicycle,3,6,7,weekday,2.769230769230769
296,bicycle,3,6,8,weekend,1.6666666666666667
297,bicycle,3,6,8,weekday,7.190476190476191
298,bicycle,3,6,9,weekend,3.0
299,bicycle,3,6,9,weekday,4.4
300,bicycle,3,6,10,weekend,2.8
301,bicycle,3,6,10,weekday,2.0
302,bicycle,3,6,11,weekend,4.833333333333333
303,bicycle,3,6,11,weekday,2.4285714285714284
304,bicycle,3,6,12,weekend,6.142857142857143
305,bicycle,3,6,12,weekday,2.5384615384615383
306,bicycle,3,6,13,weekend,5.833333333333333
307,bicycle,3,6,13,weekday,2.2941176470588234
308,bicycle,3,6,14,weekend,2.7142857142857144
309,bicycle,3,6,14,weekday,2.2
310,bicycle,3,6,15,weekend,2.6666666666666665
311,bicycle,3,6,15,weekday,2.0
312,bicycle,3,6,16,weekend,2.8
313,bicycle,3,6,16,weekday,2.142857142857143
314,bicycle,3,6,17,weekend,2.0
315,bicycle,3,6,17,weekday,2.3529411764705883
316,bicycle,3,6,18,weekend,1.0
317,bicycle,3,6,18,weekday,2.6315789473684212
318,bicycle,3,6,19,weekend,1.0
319,bicycle,3,6,19,weekday,2.6
320,bicycle,3,6,20,weekend,1.25
321,bicycle,3,6,20,weekday,1.5
322,bicycle,3,6,21,weekend,1.0
323,bicycle,3,6,21,weekday,1.75
324,bicycle,3,6,22,weekend,1.5
325,bicycle,3,6,22,weekday,1.5
326,bicycle,3,6,23,weekend,1.0
327,bicycle,3,6,23,weekday,1.0
328,bicycle,4,2,0,weekend,5.0
329,bicycle,4,2,0,weekday,3.5454545454545454
330,bicycle,4,2,1,weekend,2.7142857142857144
331,bicycle,4,2,1,weekday,1.6923076923076923
332,bicycle,4,2,2,weekend,2.142857142857143
333,bicycle,4,2,2,weekday,1.5714285714285714
334,bicycle,4,2,3,weekend,1.5
335,bicycle,4,2,3,weekday,1.0
336,bicycle,4,2,4,weekend,1.0
337,bicycle,4,2,4,weekday,1.0833333333333333
338,bicycle,4,2,5,weekend,1.25
339,bicycle,4,2,5,weekday,1.0
340,bicycle,4,2,6,weekend,1.5
341,bicycle,4,2,6,weekday,1.7
342,bicycle,4,2,7,weekend,1.8333333333333333
343,bicycle,4,2,7,weekday,6.190476190476191
344,bicycle,4,2,8,weekend,7.0
345,bicycle,4,2,8,weekday,50.04761904761905
346,bicycle,4,2,9,weekend,12.11111111111111
347,bicycle,4,2,9,weekday,46.95238095238095
348,bicycle,4,2,10,weekend,19.333333333333332
349,bicycle,4,2,10,weekday,7.428571428571429
350,bicycle,4,2,11,weekend,14.777777777777779
351,bicycle,4,2,11,weekday,9.047619047619047
352,bicycle,4,2,12,weekend,16.88888888888889
353,bicycle,4,2,12,weekday,13.238095238095237
354,bicycle,4,2,13,weekend,16.22222222222222
355,bicycle,4,2,13,weekday,16.952380952380953
356,bicycle,4,2,14,weekend,17.444444444444443
357,bicycle,4,2,14,weekday,15.857142857142858
358,bicycle,4,2,15,weekend,19.444444444444443
359,bicycle,4,2,15,weekday,17.666666666666668
360,bicycle,4,2,16,weekend,19.0
361,bicycle,4,2,16,weekday,23.476190476190474
362,bicycle,4,2,17,weekend,19.555555555555557
363,bicycle,4,2,17,weekday,37.65
364,bicycle,4,2,18,weekend,13.0
365,bicycle,4,2,18,weekday,48.523809523809526
366,bicycle,4,2,19,weekend,7.222222222222222
367,bicycle,4,2,19,weekday,42.57142857142857
368,bicycle,4,2,20,weekend,8.0
369,bicycle,4,2,20,weekday,18.714285714285715
370,bicycle,4,2,21,weekend,3.6666666666666665
371,bicycle,4,2,21,weekday,7.9523809523809526
372,bicycle,4,2,22,weekend,1.7777777777777777
373,bicycle,4,2,22,weekday,5.526315789473684
374,bicycle,4,2,23,weekend,4.875
375,bicycle,4,2,23,weekday,5.894736842105263
376,bicycle,4,5,0,weekend,1.6666666666666667
377,bicycle,4,5,0,weekday,1.5
378,bicycle,4,5,1,weekend,2.0
379,bicycle,4,5,3,weekend,1.0
380,bicycle,4,5,5,weekend,1.0
381,bicycle,4,5,6,weekend,1.0
382,bicycle,4,5,7,weekend,1.0
383,bicycle,4,5,7,weekday,3.111111111111111
384,bicycle,4,5,8,weekend,2.1666666666666665
385,bicycle,4,5,8,weekday,26.6
386,bicycle,4,5,9,weekend,3.142857142857143
387,bicycle,4,5,9,weekday,27.476190476190474
388,bicycle,4,5,10,weekend,3.3333333333333335
389,bicycle,4,5,10,weekday,6.75
390,bicycle,4,5,11,weekend,4.25
391,bicycle,4,5,11,weekday,3.75
392,bicycle,4,5,12,weekend,3.75
393,bicycle,4,5,12,weekday,7.277777777777778
394,bicycle,4,5,13,weekend,3.7777777777777777
395,bicycle,4,5,13,weekday,5.85
396,bicycle,4,5,14,weekend,3.7777777777777777
397,bicycle,4,5,14,weekday,4.0
398,bicycle,4,5,15,weekend,4.111111111111111
399,bicycle,4,5,15,weekday,3.3
400,bicycle,4,5,16,weekend,4.222222222222222
401,bicycle,4,5,16,weekday,5.1
402,bicycle,4,5,17,weekend,3.6666666666666665
403,bicycle,4,5,17,weekday,9.421052631578947
404,bicycle,4,5,18,weekend,3.0
405,bicycle,4,5,18,weekday,13.473684210526315
406,bicycle,4,5,19,weekend,2.5555555555555554
407,bicycle,4,5,19,weekday,10.857142857142858
408,bicycle,4,5,20,weekend,2.5714285714285716
409,bicycle,4,5,20,weekday,6.2105263157894735
410,bicycle,4,5,21,weekend,1.0
411,bicycle,4,5,21,weekday,3.3636363636363638
412,bicycle,4,5,22,weekend,1.0
413,bicycle,4,5,22,weekday,1.8333333333333333
414,bicycle,4,5,23,weekend,1.5
415,bicycle,4,5,23,weekday,1.3636363636363635
416,bicycle,4,6,0,weekday,1.0
417,bicycle,4,6,1,weekend,1.0
418,bicycle,4,6,6,weekday,1.0
419,bicycle,4,6,7,weekend,1.0
420,bicycle,4,6,7,weekday,1.0
421,bicycle,4,6,8,weekend,1.0
422,bicycle,4,6,8,weekday,1.4666666666666666
423,bicycle,4,6,9,weekend,1.0
424,bicycle,4,6,9,weekday,2.2
425,bicycle,4,6,10,weekend,1.5
426,bicycle,4,6,10,weekday,1.2
427,bicycle,4,6,11,weekend,1.0
428,bicycle,4,6,11,weekday,1.25
429,bicycle,4,6,12,weekend,1.75
430,bicycle,4,6,12,weekday,1.5
431,bicycle,4,6,13,weekend,1.0
432,bicycle,4,6,13,weekday,1.25
433,bicycle,4,6,14,weekend,1.2
434,bicycle,4,6,14,weekday,1.1111111111111112
435,bicycle,4,6,15,weekend,1.0
436,bicycle,4,6,15,weekday,1.0
437,bicycle,4,6,16,weekend,1.0
438,bicycle,4,6,16,weekday,1.0
439,bicycle,4,6,17,weekend,1.0
440,bicycle,4,6,17,weekday,1.0
441,bicycle,4,6,18,weekend,1.0
442,bicycle,4,6,18,weekday,2.090909090909091
443,bicycle,4,6,19,weekend,1.0
444,bicycle,4,6,19,weekday,1.6666666666666667
445,bicycle,4,6,20,weekday,1.3333333333333333
446,bicycle,4,6,21,weekday,1.0
447,bicycle,4,6,22,weekend,1.0
448,bicycle,4,6,22,weekday,1.0
449,bicycle,4,6,23,weekday,1.0
450,bicycle,5,3,0,weekend,2.0
451,bicycle,5,3,0,weekday,1.5
452,bicycle,5,3,1,weekend,2.0
453,bicycle,5,3,5,weekday,1.0
454,bicycle,5,3,6,weekday,1.0
455,bicycle,5,3,7,weekday,1.1666666666666667
456,bicycle,5,3,8,weekend,1.0
457,bicycle,5,3,8,weekday,2.2857142857142856
458,bicycle,5,3,9,weekend,1.0
459,bicycle,5,3,9,weekday,2.090909090909091
460,bicycle,5,3,10,weekday,1.6666666666666667
461,bicycle,5,3,11,weekend,1.0
462,bicycle,5,3,11,weekday,1.0
463,bicycle,5,3,12,weekend,1.0
464,bicycle,5,3,12,weekday,1.1333333333333333
465,bicycle,5,3,13,weekend,1.0
466,bicycle,5,3,13,weekday,1.4285714285714286
467,bicycle,5,3,14,weekend,1.0
468,bicycle,5,3,14,weekday,1.1428571428571428
469,bicycle,5,3,15,weekend,1.0
470,bicycle,5,3,15,weekday,1.5
471,bicycle,5,3,16,weekend,1.0
472,bicycle,5,3,16,weekday,1.3333333333333333
473,bicycle,5,3,17,weekend,1.0
474,bicycle,5,3,17,weekday,1.4
475,bicycle,5,3,18,weekday,1.6
476,bicycle,5,3,19,weekend,1.0
477,bicycle,5,3,19,weekday,1.4285714285714286
478,bicycle,5,3,20,weekend,1.3333333333333333
479,bicycle,5,3,20,weekday,1.0
480,bicycle,5,3,21,weekend,1.0
481,bicycle,5,3,22,weekday,1.5
482,bicycle,5,3,23,weekend,1.0
483,bicycle,5,4,0,weekend,1.5
484,bicycle,5,4,0,weekday,1.0
485,bicycle,5,4,1,weekend,3.0
486,bicycle,5,4,1,weekday,1.8
487,bicycle,5,4,2,weekday,1.5
488,bicycle,5,4,3,weekday,1.0
489,bicycle,5,4,4,weekend,1.5
490,bicycle,5,4,4,weekday,1.4
491,bicycle,5,4,5,weekend,1.0
492,bicycle,5,4,5,weekday,1.0
493,bicycle,5,4,6,weekend,2.0
494,bicycle,5,4,6,weekday,2.0833333333333335
495,bicycle,5,4,7,weekend,1.0
496,bicycle,5,4,7,weekday,4.7368421052631575
497,bicycle,5,4,8,weekend,1.5
498,bicycle,5,4,8,weekday,20.333333333333332
499,bicycle,5,4,9,weekend,3.2857142857142856
500,bicycle,5,4,9,weekday,15.052631578947368
501,bicycle,5,4,10,weekend,3.0
502,bicycle,5,4,10,weekday,4.526315789473684
503,bicycle,5,4,11,weekend,4.142857142857143
504,bicycle,5,4,11,weekday,2.9411764705882355
505,bicycle,5,4,12,weekend,6.428571428571429
506,bicycle,5,4,12,weekday,4.578947368421052
507,bicycle,5,4,13,weekend,5.666666666666667
508,bicycle,5,4,13,weekday,6.2105263157894735
509,bicycle,5,4,14,weekend,5.714285714285714
510,bicycle,5,4,14,weekday,3.6470588235294117
511,bicycle,5,4,15,weekend,5.285714285714286
512,bicycle,5,4,15,weekday,3.9444444444444446
513,bicycle,5,4,16,weekend,4.714285714285714
514,bicycle,5,4,16,weekday,3.8947368421052633
515,bicycle,5,4,17,weekend,3.142857142857143
516,bicycle,5,4,17,weekday,5.0
517,bicycle,5,4,18,weekend,2.2857142857142856
518,bicycle,5,4,18,weekday,8.95
519,bicycle,5,4,19,weekend,1.8
520,bicycle,5,4,19,weekday,7.0
521,bicycle,5,4,20,weekend,2.0
522,bicycle,5,4,20,weekday,2.8125
523,bicycle,5,4,21,weekend,1.4
524,bicycle,5,4,21,weekday,2.076923076923077
525,bicycle,5,4,22,weekend,2.3333333333333335
526,bicycle,5,4,22,weekday,1.9166666666666667
527,bicycle,5,4,23,weekend,1.3333333333333333
528,bicycle,5,4,23,weekday,1.5
529,bicycle,5,5,0,weekend,9.857142857142858
530,bicycle,5,5,0,weekday,5.642857142857143
531,bicycle,5,5,1,weekend,4.285714285714286
532,bicycle,5,5,1,weekday,2.5454545454545454
533,bicycle,5,5,2,weekend,4.571428571428571
534,bicycle,5,5,2,weekday,2.625
535,bicycle,5,5,3,weekend,4.714285714285714
536,bicycle,5,5,3,weekday,1.7
537,bicycle,5,5,4,weekend,3.6666666666666665
538,bicycle,5,5,4,weekday,3.611111111111111
539,bicycle,5,5,5,weekend,2.5
540,bicycle,5,5,5,weekday,2.0
541,bicycle,5,5,6,weekend,4.0
542,bicycle,5,5,6,weekday,15.052631578947368
543,bicycle,5,5,7,weekend,8.285714285714286
544,bicycle,5,5,7,weekday,57.73684210526316
545,bicycle,5,5,8,weekend,30.857142857142858
546,bicycle,5,5,8,weekday,172.94736842105263
547,bicycle,5,5,9,weekend,37.285714285714285
548,bicycle,5,5,9,weekday,146.73684210526315
549,bicycle,5,5,10,weekend,41.42857142857143
550,bicycle,5,5,10,weekday,52.21052631578947
551,bicycle,5,5,11,weekend,46.42857142857143
552,bicycle,5,5,11,weekday,36.10526315789474
553,bicycle,5,5,12,weekend,45.857142857142854
554,bicycle,5,5,12,weekday,51.421052631578945
555,bicycle,5,5,13,weekend,41.142857142857146
556,bicycle,5,5,13,weekday,48.36842105263158
557,bicycle,5,5,14,weekend,47.57142857142857
558,bicycle,5,5,14,weekday,41.9
559,bicycle,5,5,15,weekend,51.42857142857143
560,bicycle,5,5,15,weekday,38.75
561,bicycle,5,5,16,weekend,45.714285714285715
562,bicycle,5,5,16,weekday,44.5
563,bicycle,5,5,17,weekend,41.285714285714285
564,bicycle,5,5,17,weekday,67.25
565,bicycle,5,5,18,weekend,40.285714285714285
566,bicycle,5,5,18,weekday,85.25
567,bicycle,5,5,19,weekend,36.714285714285715
568,bicycle,5,5,19,weekday,70.7
569,bicycle,5,5,20,weekend,28.571428571428573
570,bicycle,5,5,20,weekday,40.21052631578947
571,bicycle,5,5,21,weekend,17.714285714285715
572,bicycle,5,5,21,weekday,15.210526315789474
573,bicycle,5,5,22,weekend,10.857142857142858
574,bicycle,5,5,22,weekday,13.625
575,bicycle,5,5,23,weekend,10.0
576,bicycle,5,5,23,weekday,12.384615384615385
577,bicycle,5,6,0,weekend,2.0
578,bicycle,5,6,0,weekday,1.0
579,bicycle,5,6,1,weekend,1.0
580,bicycle,5,6,1,weekday,1.0
581,bicycle,5,6,2,weekend,1.0
582,bicycle,5,6,3,weekend,1.0
583,bicycle,5,6,3,weekday,1.0
584,bicycle,5,6,4,weekend,1.0
585,bicycle,5,6,4,weekday,1.0
586,bicycle,5,6,5,weekend,1.0
587,bicycle,5,6,6,weekday,1.0
588,bicycle,5,6,7,weekend,1.0
589,bicycle,5,6,7,weekday,2.4705882352941178
590,bicycle,5,6,8,weekend,1.6666666666666667
591,bicycle,5,6,8,weekday,14.421052631578947
592,bicycle,5,6,9,weekend,2.2
593,bicycle,5,6,9,weekday,12.68421052631579
594,bicycle,5,6,10,weekend,1.6666666666666667
595,bicycle,5,6,10,weekday,2.7777777777777777
596,bicycle,5,6,11,weekend,2.2
597,bicycle,5,6,11,weekday,1.9444444444444444
598,bicycle,5,6,12,weekend,3.25
599,bicycle,5,6,12,weekday,2.823529411764706
600,bicycle,5,6,13,weekend,1.25
601,bicycle,5,6,13,weekday,2.142857142857143
602,bicycle,5,6,14,weekend,2.25
603,bicycle,5,6,14,weekday,2.1333333333333333
604,bicycle,5,6,15,weekend,2.8333333333333335
605,bicycle,5,6,15,weekday,2.75
606,bicycle,5,6,16,weekend,2.6666666666666665
